id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
waket001,0,20,7,1,4,4,100,5,3,2,2,0,0,0,28,27,0,0,0,0
pichh001,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0
cormr001,0,2,1,0,0,0,8,0,0,1,0,0,0,0,2,2,0,0,0,0
garcr001,0,4,0,1,0,0,19,0,0,0,0,0,0,0,5,4,0,0,0,0
lowed001,0,3,2,1,0,0,20,2,0,1,1,0,0,0,6,5,0,0,0,1
zitob001,1,21,4,4,3,3,103,5,1,0,2,1,0,0,29,25,0,0,0,0
matht002,1,2,0,0,0,0,15,0,0,0,0,0,0,0,2,2,0,0,0,0
joned001,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0
isrij001,1,3,2,0,1,1,13,1,0,1,1,0,0,0,4,4,0,0,0,0
tam-j001,1,3,2,1,1,1,32,1,0,2,0,0,0,0,6,5,0,0,0,1
