id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
karls001,0,15,3,3,2,0,77,2,0,2,1,0,0,0,20,17,0,0,0,0
webeb001,0,4,1,0,0,0,18,0,0,1,0,0,0,0,5,5,0,0,0,0
hases001,0,5,1,4,1,1,41,0,0,1,0,0,0,0,9,5,0,0,0,0
petkm001,0,9,3,0,0,0,43,0,0,3,0,0,0,0,12,12,0,0,0,0
fyhrm001,0,3,0,1,0,0,18,1,0,0,0,0,0,0,4,3,0,0,0,0
holtm001,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0
perct001,0,3,0,1,0,0,16,3,0,0,0,0,0,0,4,3,0,0,0,0
appik001,1,24,7,2,3,3,110,3,2,5,0,0,0,0,31,29,0,0,0,1
matht002,1,3,1,0,0,0,12,0,0,1,0,0,0,0,3,3,0,0,0,0
isrij001,1,6,1,0,0,0,31,0,0,1,0,0,0,0,7,7,0,0,0,0
tam-j001,1,3,0,0,0,0,15,1,0,0,0,0,0,0,3,3,0,0,0,0
joned001,1,2,0,2,0,0,25,1,0,0,0,0,0,0,4,2,0,0,0,0
servs001,1,3,2,2,3,3,26,1,1,1,0,0,0,0,7,4,0,1,0,1
belit001,1,1,1,0,0,0,13,1,0,0,1,0,1,0,2,2,0,0,0,0
