id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
reyna001,0,15,3,4,1,1,97,6,1,2,0,0,0,0,22,18,0,0,0,0
swing001,0,3,1,1,1,1,24,0,0,1,0,0,0,0,5,4,0,0,0,0
padiv001,0,2,1,0,0,0,9,0,0,0,1,0,0,0,2,2,0,0,0,0
plesd001,0,1,2,1,2,2,17,1,1,0,1,0,0,0,4,3,0,0,0,0
mantm001,0,4,1,0,0,0,14,1,0,1,0,0,0,0,5,5,0,0,0,0
daalo001,0,6,3,0,1,1,32,1,1,2,0,0,0,0,8,8,0,0,0,0
hudst001,1,19,6,4,4,4,122,5,0,6,0,0,1,1,29,23,0,1,0,1
magnm001,1,5,1,0,0,0,21,1,0,1,0,0,0,0,6,6,0,0,0,0
isrij001,1,6,0,0,0,0,27,4,0,0,0,0,0,0,6,6,0,0,0,0
tam-j001,1,3,2,0,0,0,16,0,0,2,0,0,0,0,5,4,0,1,0,0
