id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
leita001,0,23,6,3,3,2,117,6,2,2,2,0,0,0,33,30,0,0,0,0
wendt001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
benia001,0,3,2,1,1,1,23,3,0,0,1,1,0,0,6,5,0,0,0,1
franj001,0,6,1,0,0,0,39,0,0,1,0,0,0,1,8,7,0,0,0,0
cookd001,0,3,2,1,1,1,20,1,0,1,1,0,1,0,6,5,0,0,0,0
schmj001,1,21,12,4,4,4,141,6,2,7,2,1,0,0,36,30,0,1,1,1
wilkm001,1,3,0,2,0,0,19,0,0,0,0,0,0,0,4,2,0,0,0,0
saues001,1,3,0,1,0,0,10,0,0,0,0,0,0,0,3,2,0,0,0,0
willm005,1,3,1,1,0,0,11,1,0,1,0,0,0,0,4,3,0,0,0,0
silvj001,1,6,7,1,4,4,35,0,1,5,1,0,0,0,12,11,0,0,0,0
