id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
hitcs001,0,18,6,3,1,0,106,5,0,5,1,0,0,0,28,25,0,0,0,0
whism001,0,3,0,1,1,1,21,1,0,0,0,0,2,0,4,2,0,0,1,0
walld002,0,3,0,0,0,0,14,1,0,0,0,0,0,0,4,3,0,1,0,0
hofft001,0,3,1,0,1,0,20,0,0,0,1,0,0,0,5,5,0,0,0,0
almac001,0,4,2,0,1,1,19,0,0,1,0,1,0,0,6,6,0,0,0,0
ritct001,1,23,9,0,3,3,106,8,0,8,1,0,0,0,31,31,0,0,0,0
chrij002,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
garcm002,1,1,1,0,0,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0
willm005,1,3,1,0,0,0,19,1,0,1,0,0,0,1,4,3,0,0,0,0
silvj001,1,5,2,0,0,0,34,3,0,2,0,0,0,0,7,7,0,0,0,0
saues001,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0
