id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
reedr002,0,15,10,0,6,6,71,1,2,6,0,2,0,0,25,25,0,0,0,0
wendt001,0,2,1,0,0,0,13,1,0,0,1,0,0,0,3,3,1,0,0,0
cookd001,0,1,1,0,2,2,8,1,0,1,0,0,0,1,3,2,0,0,0,0
mahop001,0,0,5,0,3,3,19,0,0,4,1,0,0,0,5,5,0,0,0,0
rodrr004,0,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0
franj001,0,3,3,1,2,2,26,1,0,2,1,0,0,0,6,5,0,0,0,0
ritct001,1,9,4,1,6,6,53,3,2,1,1,0,0,1,15,13,0,0,0,0
parrj002,1,3,1,2,0,0,21,0,0,1,0,0,0,0,6,4,0,0,0,0
wallj001,1,6,1,1,0,0,37,2,0,1,0,0,0,0,8,7,0,0,0,0
silvj001,1,3,3,1,1,1,29,2,0,2,1,0,0,0,6,5,0,0,0,1
garcm002,1,3,2,0,1,1,29,0,0,1,1,0,1,0,5,5,0,0,0,0
willm005,1,3,2,1,1,1,27,1,0,2,0,0,0,0,6,4,0,0,1,0
