id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
downs001,0,19,5,6,3,3,108,4,2,1,2,0,0,0,29,23,0,0,0,0
heref001,0,2,0,0,0,0,10,1,0,0,0,0,0,0,2,2,0,0,0,0
willb001,0,0,1,1,2,2,9,0,0,0,1,0,0,0,2,1,0,0,0,0
garid001,0,2,1,0,1,0,15,0,0,1,0,0,0,0,4,2,0,0,2,0
aguir001,0,4,1,1,0,0,23,2,0,1,0,0,0,0,6,5,0,0,0,1
karcm001,0,4,1,1,2,1,25,0,0,1,0,0,0,0,8,6,0,1,0,0
neagd001,1,17,8,4,6,6,96,2,3,1,4,0,0,0,29,25,0,0,0,1
aybam001,1,4,1,2,0,0,29,2,0,1,0,0,0,0,7,5,0,0,0,0
sulls001,1,3,2,1,0,0,21,1,0,2,0,0,0,0,5,3,0,1,0,1
reyed001,1,4,1,1,0,0,17,1,0,1,0,0,0,0,5,3,0,1,0,0
gravd001,1,5,1,2,1,0,45,3,0,1,0,0,1,0,9,7,0,0,0,0
