id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
perec001,0,15,9,0,2,2,78,1,1,8,0,0,0,0,23,23,0,0,0,0
hergm001,0,3,1,1,0,0,18,0,0,1,0,0,0,0,5,4,0,0,0,0
fettm001,0,3,0,0,0,0,10,1,0,0,0,0,0,0,3,3,0,0,0,0
herso001,0,3,2,0,1,1,18,1,0,2,0,0,0,1,6,5,0,0,0,0
shawj001,0,3,1,0,0,0,17,0,0,0,1,0,0,0,4,4,0,0,0,0
villr001,1,16,7,3,6,5,98,2,1,5,1,0,0,0,24,20,0,1,0,0
reyed001,1,1,2,1,5,0,29,0,1,1,0,0,1,0,6,4,0,0,1,0
sulls001,1,1,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0
wills002,1,3,0,0,0,0,10,2,0,0,0,0,0,0,3,3,0,0,0,0
aybam001,1,3,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0
gravd001,1,3,2,1,0,0,30,0,0,1,1,0,0,0,6,5,0,0,0,0
