id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
andej002,0,14,8,2,4,4,62,1,0,7,1,0,0,0,24,22,0,0,0,0
silvj001,0,4,1,0,0,0,19,1,0,1,0,0,0,0,5,4,0,1,0,0
wallj001,0,3,1,0,0,0,15,0,0,1,0,0,0,0,3,3,0,0,0,0
chrij002,0,3,1,1,1,1,19,0,0,1,0,0,0,0,4,3,0,0,0,0
willm005,0,3,1,1,1,1,16,1,0,1,0,0,0,0,5,4,0,0,0,0
neagd001,1,18,8,1,3,3,104,6,0,6,2,0,0,0,25,24,0,0,0,0
sulls001,1,2,1,1,3,3,15,0,0,0,1,0,0,1,5,3,0,0,0,0
reyed001,1,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
gravd001,1,4,3,1,2,2,26,1,1,1,1,0,0,0,8,6,0,1,0,0
desse001,1,3,1,0,1,1,16,1,0,0,0,1,0,0,4,4,0,0,0,0
